ID_Estudiante,Fecha_Registro,Edad,Estado_Civil,Lugar_Residencia,Calificaciones,Asistencia_a_clases,Semestre_Actual,Reprobacion_Asignaturas,Horas_Estudio_Semanales,Nivel_Socioeconomico,Ingreso_Familiar_Mensual,Apoyo_Financiero,Empleo_Parcial_o_Tiempo_Completo,Red_Apoyo_Social,Participacion_Extracurricular,Relaciones_Interpersonales,Problemas_Emocionales,Adaptacion_Entorno_Escolar,Personalidad,Autoeficacia_Academica,Horas_Sueno,Condiciones_Salud,Problemas_Familiares,Dependientes_en_Hogar,Tipo_Institucion,Distancia_Centro_Estudios,Acceso_Servicios_Basicos,Desercion
1974,2024-01-10,20,Soltero/a,Foráneo,72,90,4,3,16,Alto,12762,Sí,Sí,Moderado,Alta,Regulares,No,Mala,Introvertido,Alta,8,Regular,No,5,Pública,22,No,Sí
2693,2024-01-21,21,Casado/a,Local,55,75,0,5,5,Alto,17792,No,No,Moderado,Alta,Buenas,Sí,Buena,Extrovertido,Media,6,Buena,No,3,Pública,41,No,No
1491,2024-02-07,25,Soltero/a,Foráneo,77,59,8,5,17,Alto,4691,Sí,Sí,Moderado,Alta,Regulares,Sí,Buena,Introvertido,Alta,5,Mala,Sí,3,Pública,51,No,Sí
6038,2024-05-26,24,Casado/a,Local,73,54,5,5,20,Alto,11680,Sí,Sí,Moderado,Alta,Regulares,Sí,Mala,Introvertido,Alta,5,Regular,No,2,Pública,49,Sí,No
2539,2024-01-23,24,Soltero/a,Foráneo,88,111,2,1,24,Alto,8990,No,Sí,Moderado,Baja,Regulares,No,Mala,Extrovertido,Baja,5,Mala,No,3,Pública,14,No,No
-74,2024-06-08,22,Soltero/a,Local,95,67,11,1,17,Alto,5044,Sí,Sí,Fuerte,Alta,Buenas,Sí,Regular,Extrovertido,Media,8,Regular,No,4,Pública,40,No,Sí
3680,2024-03-04,20,Soltero/a,Local,98,66,11,0,16,Medio,22030,Sí,Sí,Débil,Baja,Buenas,No,Buena,Extrovertido,Alta,7,Buena,No,3,Pública,24,No,No
2571,2024-03-15,20,Unión Libre,Foráneo,80,87,7,1,10,Bajo,17112,No,No,Fuerte,Alta,Conflictivas,Sí,Mala,Introvertido,Baja,7,Regular,Sí,2,Privada,-5,No,Sí
2239,2024-04-27,15,Unión Libre,Local,94,83,8,3,10,Bajo,14100,No,No,Moderado,Media,Buenas,No,Mala,Introvertido,Alta,10,Buena,Sí,3,Privada,24,Sí,Sí
682,2024-04-24,23,Casado/a,Local,53,76,6,3,2,Medio,2895,No,Sí,Moderado,Alta,Regulares,No,Regular,Extrovertido,Baja,7,Mala,Sí,1,Privada,45,No,No
2464,2024-04-18,25,Casado/a,Local,83,80,7,4,10,Alto,17359,Sí,No,Fuerte,Media,Regulares,Sí,Regular,Introvertido,Baja,6,Buena,No,1,Pública,37,No,Sí
5629,2024-05-03,18,Unión Libre,Local,103,63,6,4,16,Medio,14713,No,Sí,Moderado,Alta,Conflictivas,No,Buena,Extrovertido,Alta,7,Buena,No,3,Privada,33,No,Sí
2772,2024-01-31,23,Soltero/a,Foráneo,90,45,6,1,13,Bajo,7838,No,Sí,Moderado,Alta,Buenas,Sí,Buena,Introvertido,Baja,8,Buena,No,4,Privada,19,No,Sí
1980,2024-04-25,19,Casado/a,Local,95,72,6,0,11,Alto,10006,No,No,Fuerte,Alta,Conflictivas,Sí,Buena,Extrovertido,Media,7,Buena,No,1,Pública,5,No,Sí
3822,2024-04-21,25,Casado/a,Local,64,51,1,0,7,Medio,5120,No,Sí,Moderado,Baja,Regulares,No,Regular,Introvertido,Baja,7,Regular,Sí,4,Pública,39,Sí,Sí
4619,2024-02-28,23,Soltero/a,Local,98,98,1,3,2,Bajo,19699,Sí,No,Fuerte,Alta,Buenas,Sí,Buena,Introvertido,Alta,7,Regular,No,5,Pública,14,Sí,Sí
3780,2024-01-23,19,Soltero/a,Foráneo,75,102,7,-1,18,Medio,11605,Sí,Sí,Fuerte,Alta,Conflictivas,Sí,Mala,Introvertido,Baja,8,Regular,No,2,Pública,15,No,Sí
2059,2024-01-21,21,Unión Libre,Local,90,80,0,4,0,Alto,16896,No,Sí,Fuerte,Baja,Regulares,No,Buena,Introvertido,Baja,7,Regular,Sí,1,Pública,25,No,Sí
3825,2024-04-15,19,Soltero/a,Foráneo,69,59,1,2,7,Alto,12616,Sí,Sí,Débil,Alta,Regulares,Sí,Regular,Extrovertido,Alta,5,Regular,No,3,Privada,32,No,Sí
1155,2024-01-30,22,Soltero/a,Local,95,82,6,0,26,Medio,17557,Sí,Sí,Moderado,Alta,Regulares,Sí,Buena,Introvertido,Baja,5,Buena,Sí,3,Privada,40,Sí,Sí
3234,2024-01-23,22,Unión Libre,Foráneo,75,99,2,6,11,Medio,6931,No,Sí,Moderado,Media,Conflictivas,Sí,Mala,Introvertido,Alta,4,Regular,Sí,2,Pública,28,No,Sí
766,2024-01-01,19,Unión Libre,Foráneo,73,68,6,3,2,Alto,15880,Sí,Sí,Fuerte,Media,Conflictivas,Sí,Mala,Introvertido,Baja,9,Regular,No,1,Pública,6,Sí,No
2160,2024-01-06,23,Soltero/a,Foráneo,80,104,5,1,1,Medio,7042,Sí,No,Moderado,Baja,Buenas,No,Mala,Introvertido,Media,3,Buena,No,2,Privada,21,No,Sí
2046,2024-04-14,23,Soltero/a,Local,70,61,4,1,7,Bajo,6565,Sí,Sí,Fuerte,Baja,Buenas,No,Regular,Introvertido,Media,8,Buena,No,0,Pública,28,Sí,No
2074,2024-03-04,18,Casado/a,Foráneo,62,59,4,1,10,Alto,11576,Sí,No,Débil,Alta,Regulares,No,Buena,Introvertido,Alta,6,Regular,Sí,4,Privada,23,No,Sí
687,2024-01-28,20,Unión Libre,Foráneo,77,73,5,3,3,Bajo,17051,Sí,No,Débil,Media,Buenas,No,Buena,Introvertido,Baja,4,Buena,No,5,Pública,14,Sí,Sí
1787,2024-01-28,22,Soltero/a,Local,74,76,3,2,13,Bajo,8249,Sí,No,Moderado,Baja,Regulares,Sí,Buena,Introvertido,Baja,7,Mala,No,2,Pública,39,No,No
2524,2024-06-14,19,Unión Libre,Local,67,89,5,3,12,Medio,11709,Sí,Sí,Fuerte,Media,Regulares,Sí,Buena,Extrovertido,Baja,6,Mala,No,3,Privada,27,Sí,Sí
1522,2024-02-18,18,Casado/a,Foráneo,84,76,5,3,15,Medio,9411,Sí,Sí,Débil,Media,Buenas,No,Regular,Extrovertido,Alta,6,Buena,Sí,5,Privada,37,No,Sí
2755,2024-01-29,18,Soltero/a,Foráneo,78,63,9,1,14,Bajo,12796,Sí,Sí,Fuerte,Baja,Regulares,No,Regular,Extrovertido,Media,3,Buena,No,4,Pública,43,No,No
4896,2024-04-15,18,Casado/a,Local,92,79,5,6,13,Alto,13808,Sí,Sí,Moderado,Media,Buenas,No,Mala,Introvertido,Media,12,Mala,Sí,2,Pública,25,No,No
2557,2024-02-14,28,Unión Libre,Local,65,64,7,0,17,Bajo,8222,Sí,Sí,Moderado,Alta,Conflictivas,No,Buena,Introvertido,Alta,9,Buena,No,2,Pública,21,Sí,Sí
4197,2024-02-05,21,Casado/a,Local,81,71,7,0,15,Bajo,15508,No,Sí,Fuerte,Baja,Regulares,No,Buena,Extrovertido,Baja,5,Mala,Sí,3,Privada,14,Sí,No
804,2024-02-16,17,Casado/a,Foráneo,89,63,10,2,15,Alto,12823,No,No,Débil,Alta,Regulares,Sí,Mala,Extrovertido,Media,8,Buena,No,2,Privada,34,No,Sí
266,2024-05-15,17,Unión Libre,Foráneo,86,86,10,3,-1,Medio,17926,Sí,No,Moderado,Baja,Conflictivas,No,Mala,Extrovertido,Alta,6,Buena,Sí,-1,Privada,14,Sí,No
3676,2024-03-18,21,Unión Libre,Local,67,80,2,3,6,Bajo,10918,Sí,No,Débil,Alta,Regulares,No,Mala,Introvertido,Alta,5,Regular,Sí,3,Privada,25,No,Sí
1580,2024-03-27,22,Casado/a,Foráneo,67,66,5,0,19,Alto,14757,Sí,No,Moderado,Baja,Regulares,Sí,Regular,Introvertido,Baja,10,Mala,No,1,Pública,21,No,Sí
2142,2024-03-29,20,Unión Libre,Foráneo,60,78,16,1,10,Medio,14952,Sí,No,Débil,Alta,Conflictivas,No,Buena,Extrovertido,Media,1,Mala,Sí,0,Pública,-2,Sí,Sí
2192,2024-05-19,19,Casado/a,Local,68,93,7,3,13,Medio,11741,No,Sí,Moderado,Media,Conflictivas,No,Mala,Extrovertido,Baja,3,Buena,No,1,Privada,28,No,No
4107,2024-04-02,21,Casado/a,Foráneo,85,75,5,5,15,Bajo,7505,Sí,No,Fuerte,Media,Regulares,No,Buena,Extrovertido,Media,10,Mala,Sí,2,Privada,58,No,No
4109,2024-04-15,23,Unión Libre,Local,73,47,0,2,16,Bajo,19404,Sí,No,Moderado,Alta,Conflictivas,No,Regular,Extrovertido,Baja,3,Regular,No,5,Privada,0,Sí,No
2088,2024-02-21,20,Unión Libre,Foráneo,83,69,1,2,5,Bajo,8303,Sí,Sí,Fuerte,Alta,Regulares,Sí,Buena,Extrovertido,Alta,9,Buena,Sí,3,Pública,31,Sí,Sí
2555,2024-04-13,24,Unión Libre,Foráneo,57,89,3,3,13,Bajo,10006,No,No,Débil,Baja,Conflictivas,No,Mala,Extrovertido,Baja,9,Regular,Sí,1,Privada,26,No,Sí
3439,2024-04-09,19,Soltero/a,Local,58,81,10,2,16,Alto,9034,Sí,Sí,Débil,Baja,Regulares,Sí,Regular,Introvertido,Media,9,Mala,Sí,2,Pública,20,No,Sí
1790,2024-04-27,20,Soltero/a,Foráneo,63,79,4,1,13,Medio,13338,Sí,No,Fuerte,Alta,Buenas,No,Regular,Extrovertido,Media,6,Buena,No,2,Pública,12,Sí,No
4764,2024-03-05,23,Unión Libre,Foráneo,60,52,7,4,13,Alto,9789,No,No,Débil,Media,Regulares,Sí,Regular,Extrovertido,Media,6,Regular,No,2,Privada,15,Sí,Sí
1747,2024-04-28,22,Casado/a,Foráneo,85,85,6,2,7,Bajo,6785,Sí,No,Débil,Alta,Regulares,Sí,Mala,Extrovertido,Baja,4,Mala,No,4,Privada,9,Sí,No
3397,2024-06-27,20,Soltero/a,Local,64,62,-1,0,-3,Medio,21589,Sí,Sí,Fuerte,Alta,Buenas,Sí,Mala,Extrovertido,Alta,8,Regular,Sí,1,Privada,33,Sí,No
2950,2024-06-16,19,Soltero/a,Foráneo,74,90,5,0,14,Bajo,8388,Sí,No,Débil,Baja,Buenas,Sí,Regular,Extrovertido,Baja,6,Regular,No,2,Pública,29,No,No
964,2024-02-29,22,Casado/a,Foráneo,63,74,10,1,4,Bajo,14811,Sí,Sí,Fuerte,Baja,Buenas,Sí,Buena,Introvertido,Alta,5,Buena,Sí,1,Pública,17,No,No
2736,2024-06-05,28,Unión Libre,Local,82,62,1,2,15,Bajo,6958,Sí,No,Moderado,Baja,Conflictivas,No,Mala,Extrovertido,Alta,6,Mala,No,4,Privada,41,Sí,No
3019,2024-03-26,21,Unión Libre,Foráneo,82,58,8,2,7,Medio,22542,No,No,Débil,Media,Conflictivas,No,Mala,Introvertido,Alta,5,Buena,Sí,1,Pública,18,Sí,No
1272,2024-05-31,23,Soltero/a,Foráneo,73,85,7,0,18,Bajo,19879,No,No,Débil,Baja,Conflictivas,Sí,Mala,Extrovertido,Baja,8,Buena,No,0,Pública,-3,Sí,No
1244,2024-04-09,19,Unión Libre,Foráneo,82,79,5,0,3,Medio,9786,Sí,Sí,Débil,Alta,Buenas,Sí,Mala,Introvertido,Baja,7,Regular,No,1,Privada,-4,No,Sí
4389,2024-05-07,16,Casado/a,Foráneo,63,63,8,2,16,Alto,10200,No,Sí,Moderado,Baja,Regulares,No,Mala,Introvertido,Baja,6,Buena,No,0,Pública,29,No,Sí
2171,2024-01-15,22,Soltero/a,Foráneo,95,56,5,3,6,Bajo,10232,No,No,Moderado,Media,Conflictivas,No,Buena,Introvertido,Baja,7,Mala,Sí,0,Pública,46,Sí,No
2598,2024-04-12,21,Unión Libre,Local,70,70,6,0,10,Alto,14248,No,Sí,Fuerte,Media,Buenas,Sí,Regular,Introvertido,Media,5,Buena,Sí,1,Pública,39,No,No
2868,2024-03-28,20,Unión Libre,Local,104,73,4,5,0,Medio,13166,Sí,No,Fuerte,Baja,Regulares,Sí,Mala,Introvertido,Alta,5,Mala,No,1,Privada,-9,No,No
2004,2024-02-22,19,Casado/a,Foráneo,87,75,9,1,11,Bajo,14469,No,No,Fuerte,Media,Regulares,No,Mala,Extrovertido,Alta,7,Mala,No,2,Privada,45,Sí,Sí
2069,2024-03-27,23,Casado/a,Local,88,60,2,-1,9,Bajo,13710,No,Sí,Débil,Media,Regulares,No,Buena,Introvertido,Media,8,Mala,No,1,Pública,14,No,Sí
-525,2024-05-13,22,Soltero/a,Foráneo,75,77,4,1,9,Alto,7322,Sí,Sí,Fuerte,Media,Regulares,No,Regular,Extrovertido,Media,4,Buena,No,4,Privada,24,No,Sí
1429,2024-05-05,24,Soltero/a,Local,96,98,7,0,8,Alto,7807,No,No,Débil,Media,Conflictivas,No,Mala,Introvertido,Alta,9,Regular,Sí,0,Pública,40,Sí,No
1331,2024-01-18,23,Unión Libre,Local,69,99,7,0,3,Bajo,10444,No,Sí,Moderado,Alta,Conflictivas,No,Buena,Introvertido,Alta,7,Mala,Sí,2,Pública,41,No,No
4728,2024-06-24,22,Casado/a,Local,84,94,3,0,-9,Bajo,11450,Sí,No,Débil,Baja,Regulares,Sí,Regular,Extrovertido,Alta,6,Buena,No,1,Pública,54,No,No
3548,2024-03-11,18,Unión Libre,Foráneo,73,67,7,3,22,Bajo,15073,No,No,Débil,Media,Buenas,Sí,Mala,Introvertido,Baja,9,Regular,Sí,4,Pública,36,Sí,Sí
-177,2024-05-20,21,Casado/a,Foráneo,74,86,9,5,17,Bajo,20337,Sí,Sí,Moderado,Alta,Conflictivas,No,Regular,Introvertido,Alta,10,Buena,No,1,Pública,40,Sí,No
4773,2024-03-18,22,Unión Libre,Foráneo,82,49,9,1,15,Bajo,20568,Sí,Sí,Fuerte,Media,Regulares,Sí,Mala,Introvertido,Media,7,Buena,No,2,Privada,15,No,Sí
1041,2024-01-25,21,Soltero/a,Local,65,79,1,4,6,Medio,2078,No,Sí,Fuerte,Baja,Conflictivas,No,Mala,Extrovertido,Baja,5,Mala,Sí,2,Privada,23,Sí,Sí
2949,2024-06-14,22,Casado/a,Local,62,69,0,-1,11,Bajo,12204,No,Sí,Moderado,Media,Buenas,Sí,Regular,Introvertido,Alta,7,Buena,Sí,4,Privada,41,No,No
58,2024-03-03,19,Unión Libre,Local,51,53,7,2,10,Alto,13626,Sí,No,Fuerte,Alta,Regulares,Sí,Mala,Extrovertido,Media,8,Regular,Sí,4,Pública,21,No,No
2418,2024-06-26,19,Unión Libre,Local,71,59,8,3,9,Medio,9233,Sí,No,Débil,Baja,Buenas,Sí,Regular,Extrovertido,Alta,5,Buena,No,1,Pública,30,Sí,No
937,2024-03-20,22,Casado/a,Foráneo,63,84,5,0,14,Medio,6411,Sí,Sí,Fuerte,Baja,Regulares,No,Regular,Extrovertido,Media,7,Regular,Sí,3,Privada,42,No,Sí
4033,2024-01-14,25,Unión Libre,Local,73,49,7,4,7,Alto,11648,Sí,No,Fuerte,Baja,Buenas,Sí,Buena,Extrovertido,Alta,6,Buena,Sí,3,Pública,3,No,Sí
1291,2024-01-11,23,Soltero/a,Local,74,82,5,2,7,Alto,514,Sí,No,Débil,Media,Conflictivas,Sí,Buena,Extrovertido,Media,6,Regular,No,2,Pública,25,Sí,Sí
2235,2024-03-12,18,Soltero/a,Foráneo,83,88,7,1,-4,Medio,9717,No,No,Débil,Alta,Buenas,Sí,Buena,Extrovertido,Alta,7,Buena,Sí,2,Pública,15,No,Sí
554,2024-06-12,21,Casado/a,Foráneo,67,68,5,3,11,Alto,9973,No,Sí,Fuerte,Baja,Conflictivas,Sí,Buena,Introvertido,Media,4,Mala,No,0,Pública,22,No,Sí
3633,2024-02-20,21,Unión Libre,Foráneo,75,46,8,1,5,Alto,-1462,Sí,Sí,Moderado,Media,Conflictivas,No,Buena,Extrovertido,Baja,6,Buena,No,1,Privada,31,Sí,No
3630,2024-02-25,21,Unión Libre,Foráneo,67,59,4,2,8,Bajo,14597,Sí,No,Débil,Alta,Buenas,Sí,Mala,Introvertido,Alta,6,Buena,Sí,4,Pública,25,No,Sí
856,2024-03-27,19,Soltero/a,Foráneo,82,71,4,1,13,Bajo,6203,Sí,Sí,Fuerte,Media,Buenas,Sí,Mala,Introvertido,Baja,2,Regular,No,2,Privada,20,No,No
3184,2024-03-30,19,Casado/a,Local,79,68,7,0,16,Medio,9167,Sí,No,Débil,Media,Regulares,Sí,Mala,Extrovertido,Media,8,Mala,Sí,1,Privada,20,No,Sí
2318,2024-01-22,18,Unión Libre,Local,74,86,3,1,11,Bajo,23793,Sí,No,Débil,Media,Regulares,Sí,Buena,Extrovertido,Baja,4,Buena,Sí,2,Pública,65,Sí,Sí
61,2024-05-18,21,Soltero/a,Local,93,90,3,2,17,Bajo,7465,Sí,No,Fuerte,Media,Buenas,Sí,Mala,Introvertido,Media,4,Buena,Sí,3,Pública,25,No,No
1289,2024-02-11,18,Unión Libre,Foráneo,62,84,6,0,9,Alto,10664,No,Sí,Fuerte,Alta,Buenas,No,Buena,Introvertido,Baja,7,Mala,Sí,0,Pública,21,Sí,Sí
2360,2024-02-22,22,Casado/a,Local,74,85,5,8,0,Alto,8588,No,No,Fuerte,Alta,Regulares,Sí,Mala,Introvertido,Baja,9,Buena,No,1,Privada,10,No,No
4572,2024-05-05,23,Casado/a,Foráneo,61,80,2,4,7,Bajo,13256,No,No,Fuerte,Baja,Regulares,No,Mala,Introvertido,Baja,8,Regular,Sí,1,Privada,41,Sí,No
3854,2024-06-11,24,Soltero/a,Foráneo,81,72,2,1,12,Alto,3830,Sí,No,Débil,Baja,Buenas,Sí,Buena,Extrovertido,Media,8,Mala,Sí,2,Pública,14,No,No
1518,2024-02-05,21,Unión Libre,Local,99,51,4,0,12,Medio,19245,Sí,No,Moderado,Media,Regulares,Sí,Regular,Introvertido,Alta,8,Regular,No,3,Pública,23,No,No
3906,2024-03-27,20,Casado/a,Local,74,84,9,0,10,Medio,10506,Sí,Sí,Débil,Alta,Conflictivas,Sí,Mala,Extrovertido,Baja,7,Regular,No,4,Pública,44,No,Sí
3517,2024-04-11,20,Unión Libre,Local,68,84,4,2,15,Alto,20380,No,Sí,Moderado,Baja,Conflictivas,No,Regular,Introvertido,Baja,10,Regular,Sí,4,Pública,39,Sí,Sí
3100,2024-04-28,20,Unión Libre,Local,94,61,6,6,22,Bajo,6243,Sí,Sí,Moderado,Alta,Buenas,Sí,Mala,Introvertido,Baja,5,Buena,No,0,Privada,-1,No,No
1539,2024-06-30,21,Unión Libre,Foráneo,70,69,5,2,16,Bajo,13650,Sí,No,Moderado,Media,Conflictivas,Sí,Mala,Extrovertido,Alta,9,Buena,Sí,2,Privada,34,Sí,No
1258,2024-05-04,17,Soltero/a,Foráneo,76,76,7,2,4,Bajo,11259,No,No,Moderado,Baja,Conflictivas,No,Buena,Extrovertido,Alta,6,Mala,Sí,1,Pública,23,Sí,No
2460,2024-03-27,17,Unión Libre,Foráneo,82,55,5,1,10,Alto,15431,No,No,Débil,Alta,Regulares,Sí,Buena,Extrovertido,Baja,9,Mala,No,2,Privada,33,Sí,No
3156,2024-06-01,23,Soltero/a,Local,53,69,9,2,8,Medio,23196,No,No,Fuerte,Media,Conflictivas,No,Buena,Introvertido,Alta,7,Regular,No,1,Privada,44,Sí,No
5212,2024-02-13,23,Unión Libre,Foráneo,101,83,3,3,10,Bajo,12881,Sí,Sí,Moderado,Alta,Regulares,No,Regular,Extrovertido,Alta,7,Regular,No,0,Privada,36,No,No
3763,2024-06-05,21,Unión Libre,Local,98,84,2,0,15,Bajo,9546,Sí,No,Fuerte,Alta,Buenas,No,Regular,Introvertido,Media,4,Regular,No,0,Pública,27,No,Sí
3258,2024-04-13,16,Casado/a,Foráneo,92,81,4,2,15,Bajo,11333,No,Sí,Fuerte,Alta,Regulares,No,Regular,Introvertido,Baja,6,Mala,Sí,0,Privada,25,Sí,Sí
3908,2024-03-09,24,Soltero/a,Foráneo,74,77,3,2,12,Medio,14533,Sí,No,Fuerte,Baja,Regulares,No,Buena,Introvertido,Media,9,Mala,No,3,Privada,30,Sí,No
505,2024-01-06,20,Casado/a,Local,76,83,9,3,11,Bajo,7943,Sí,No,Débil,Media,Buenas,No,Regular,Introvertido,Media,2,Mala,Sí,1,Privada,18,No,Sí
2659,2024-02-06,22,Unión Libre,Local,97,65,6,1,9,Bajo,12783,No,No,Débil,Media,Conflictivas,No,Regular,Introvertido,Baja,7,Mala,Sí,1,Pública,-4,No,No
2401,2024-06-15,22,Soltero/a,Foráneo,73,96,5,0,7,Bajo,7834,No,Sí,Moderado,Alta,Conflictivas,Sí,Buena,Introvertido,Media,5,Buena,Sí,0,Privada,9,No,No
3192,2024-05-05,18,Casado/a,Foráneo,69,61,1,2,14,Medio,13172,No,Sí,Débil,Alta,Conflictivas,No,Buena,Introvertido,Alta,7,Mala,No,1,Privada,40,Sí,No
1269,2024-06-02,21,Unión Libre,Local,86,83,4,0,8,Medio,20094,Sí,No,Fuerte,Alta,Conflictivas,Sí,Buena,Extrovertido,Media,7,Mala,Sí,4,Pública,-6,Sí,Sí
-850,2024-02-29,22,Soltero/a,Foráneo,68,53,5,3,6,Alto,11815,Sí,No,Fuerte,Media,Buenas,Sí,Buena,Extrovertido,Alta,8,Mala,No,0,Pública,10,No,No
4386,2024-03-15,22,Casado/a,Foráneo,92,90,8,0,8,Alto,12926,Sí,Sí,Fuerte,Baja,Regulares,No,Mala,Introvertido,Media,8,Buena,No,3,Pública,45,No,Sí
4766,2024-05-03,18,Soltero/a,Local,88,85,4,1,16,Bajo,15231,Sí,Sí,Moderado,Alta,Regulares,Sí,Buena,Extrovertido,Media,4,Mala,Sí,2,Pública,35,Sí,Sí
1962,2024-06-06,21,Soltero/a,Local,87,75,5,3,2,Bajo,20752,No,No,Fuerte,Media,Buenas,Sí,Regular,Extrovertido,Media,4,Mala,Sí,0,Pública,33,Sí,No
2826,2024-04-21,19,Soltero/a,Foráneo,81,97,5,1,9,Alto,3145,Sí,Sí,Débil,Alta,Regulares,No,Regular,Introvertido,Media,7,Buena,No,3,Privada,54,No,No
1363,2024-03-24,18,Soltero/a,Foráneo,82,50,4,2,4,Alto,18905,No,Sí,Moderado,Alta,Buenas,No,Regular,Introvertido,Media,9,Regular,Sí,1,Pública,24,Sí,Sí
3371,2024-05-17,18,Soltero/a,Foráneo,50,78,6,3,5,Alto,13453,Sí,No,Débil,Media,Regulares,Sí,Mala,Extrovertido,Media,5,Regular,No,3,Pública,13,Sí,No
1579,2024-05-15,22,Unión Libre,Local,73,73,2,4,8,Medio,11948,Sí,No,Moderado,Baja,Conflictivas,No,Regular,Extrovertido,Media,5,Mala,No,3,Pública,23,Sí,Sí
3549,2024-03-18,18,Casado/a,Foráneo,83,83,6,3,6,Bajo,512,Sí,No,Moderado,Media,Buenas,Sí,Mala,Extrovertido,Baja,12,Regular,Sí,1,Privada,40,No,Sí
2879,2024-03-18,18,Soltero/a,Foráneo,63,46,10,0,9,Medio,13095,No,Sí,Fuerte,Baja,Buenas,No,Regular,Introvertido,Media,4,Regular,No,2,Pública,23,Sí,No
4029,2024-03-30,21,Casado/a,Foráneo,71,84,2,3,17,Bajo,9095,Sí,No,Fuerte,Alta,Conflictivas,Sí,Regular,Introvertido,Media,4,Mala,No,4,Pública,18,No,Sí
1193,2024-03-22,15,Soltero/a,Local,67,84,3,0,17,Medio,9579,Sí,Sí,Fuerte,Baja,Regulares,Sí,Regular,Introvertido,Media,8,Buena,No,2,Privada,7,No,Sí
2601,2024-05-17,18,Casado/a,Local,60,64,4,1,4,Bajo,3767,Sí,No,Fuerte,Alta,Buenas,No,Mala,Introvertido,Media,7,Regular,Sí,1,Privada,6,No,Sí
1949,2024-04-23,21,Unión Libre,Foráneo,74,67,7,4,4,Bajo,12299,No,Sí,Fuerte,Media,Conflictivas,Sí,Mala,Extrovertido,Alta,2,Buena,No,5,Privada,21,No,No
3309,2024-02-10,24,Soltero/a,Foráneo,53,67,5,0,18,Medio,12158,No,Sí,Fuerte,Alta,Regulares,Sí,Regular,Introvertido,Media,5,Buena,Sí,3,Pública,29,No,Sí
3379,2024-05-23,19,Soltero/a,Foráneo,67,72,7,2,16,Medio,9651,No,Sí,Débil,Baja,Conflictivas,Sí,Regular,Extrovertido,Alta,6,Regular,Sí,5,Privada,13,Sí,Sí
-160,2024-03-29,18,Unión Libre,Foráneo,71,62,3,2,5,Bajo,7659,Sí,No,Moderado,Baja,Conflictivas,Sí,Mala,Extrovertido,Alta,7,Mala,Sí,2,Pública,15,Sí,Sí
1738,2024-04-16,25,Unión Libre,Foráneo,67,89,8,2,17,Alto,18843,No,Sí,Débil,Media,Conflictivas,No,Buena,Extrovertido,Baja,7,Regular,Sí,-1,Privada,26,No,Sí
2945,2024-01-13,21,Casado/a,Foráneo,58,64,4,5,2,Bajo,11301,Sí,Sí,Débil,Alta,Conflictivas,No,Buena,Introvertido,Alta,7,Regular,Sí,2,Privada,34,No,No
2341,2024-01-03,22,Casado/a,Local,85,86,5,2,2,Alto,15097,No,No,Débil,Baja,Conflictivas,No,Buena,Extrovertido,Alta,10,Mala,No,0,Privada,29,No,Sí
574,2024-04-03,20,Casado/a,Local,87,68,9,3,10,Bajo,15502,Sí,No,Moderado,Alta,Conflictivas,No,Mala,Introvertido,Media,6,Buena,Sí,1,Pública,27,Sí,Sí
1728,2024-03-13,18,Unión Libre,Foráneo,79,38,1,3,14,Medio,12733,Sí,Sí,Moderado,Media,Conflictivas,No,Regular,Introvertido,Baja,7,Regular,Sí,3,Pública,20,No,No
1800,2024-05-05,21,Unión Libre,Foráneo,81,61,7,0,6,Bajo,14541,No,No,Moderado,Media,Buenas,No,Mala,Introvertido,Baja,8,Regular,No,2,Privada,-3,No,Sí
2293,2024-03-31,22,Soltero/a,Local,82,67,7,3,9,Bajo,16202,No,Sí,Fuerte,Alta,Regulares,No,Regular,Introvertido,Media,7,Mala,No,2,Privada,38,Sí,Sí
1814,2024-04-13,16,Soltero/a,Local,61,62,3,3,11,Alto,17324,Sí,Sí,Moderado,Baja,Regulares,Sí,Buena,Extrovertido,Media,9,Buena,Sí,2,Pública,20,No,Sí
2951,2024-05-28,23,Casado/a,Local,92,92,1,0,3,Medio,14208,Sí,No,Moderado,Media,Buenas,No,Mala,Extrovertido,Baja,5,Buena,No,2,Privada,51,Sí,Sí
1068,2024-01-06,15,Unión Libre,Foráneo,70,75,6,0,0,Alto,18707,No,No,Débil,Baja,Conflictivas,Sí,Regular,Extrovertido,Media,9,Buena,No,4,Privada,24,Sí,No
1883,2024-03-12,21,Casado/a,Local,58,58,5,2,-1,Medio,10134,No,Sí,Débil,Baja,Conflictivas,No,Regular,Introvertido,Alta,3,Buena,Sí,3,Pública,41,No,Sí
1376,2024-01-21,22,Soltero/a,Local,35,84,3,1,18,Medio,21758,No,Sí,Débil,Baja,Buenas,Sí,Mala,Extrovertido,Baja,5,Buena,Sí,4,Pública,26,No,Sí
5023,2024-06-12,18,Casado/a,Foráneo,86,62,6,3,14,Bajo,11332,Sí,No,Moderado,Alta,Regulares,No,Regular,Introvertido,Media,6,Mala,No,1,Pública,18,No,No
1227,2024-04-13,20,Unión Libre,Local,77,102,3,0,11,Bajo,8147,Sí,Sí,Moderado,Alta,Regulares,No,Buena,Extrovertido,Baja,8,Buena,No,0,Privada,19,No,Sí
