Tipo_Prenda,Género,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesión,Género_Incluyente,Calidad
Vestido,Dama,Blanco,Deportivo,Marca C,1165.43,42,13,20,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Rojo,Deportivo,Marca A,1633.15,36,19,22,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Dama,Blanco,Casual,Marca B,833.14,41,15,27,Artes,HombreMujer,Buena
Pantalón,Dama,Azul,Casual,Marca C,1398.25,35,3,25,Educación,Hombre,Buena
Chaqueta,Caballero,Negro,Deportivo,Marca B,673.54,42,11,27,Artes,Hombre,Regular
Falda,Dama,Rojo,Casual,Marca C,1931.87,41,0,26,Ingeniería,Mujer,Buena
Camisa,Caballero,Negro,Formal,Marca A,875.05,37,7,28,Ingeniería,Hombre,Mala
Vestido,Dama,Negro,Casual,Marca B,1946.52,39,18,20,Artes,Mujer,Regular
Camisa,Caballero,Azul,Formal,Marca D,1532.88,42,7,24,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca A,799.23,32,19,22,Ciencias de la Salud,Hombre,Buena
Chaqueta,Caballero,Negro,Formal,Marca C,1764.46,39,16,30,Artes,Hombre,Buena
Camisa,Dama,Azul,Deportivo,Marca A,820.82,34,12,29,Ingeniería,Mujer,Regular
Camisa,Dama,Rojo,Deportivo,Marca C,1454.82,33,3,20,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Dama,Rojo,Formal,Marca B,944.67,36,15,25,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Dama,Azul,Deportivo,Marca B,1286.73,39,18,20,Artes,Mujer,Buena
Chaqueta,Dama,Negro,Casual,Marca D,1105.26,43,5,20,Educación,Hombre,Buena
Chaqueta,Dama,Negro,Casual,Marca D,402.58,44,2,29,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Dama,Rojo,Casual,Marca C,1864.52,45,7,26,Ciencias Sociales y Humanidades,HombreMujer,Regular
Pantalón,Caballero,Rojo,Formal,Marca A,1860.82,39,19,27,Ingeniería,Hombre,Mala
Pantalón,Dama,Verde,Formal,Marca D,1616.64,37,5,21,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Negro,Casual,Marca A,1100.86,39,15,22,Educación,Hombre,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca A,748.3,41,7,25,Ingeniería,Hombre,Buena
Pantalón,Caballero,Verde,Casual,Marca A,864.54,42,14,28,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca D,829.65,32,6,24,Ciencias de la Salud,Mujer,Mala
Vestido,Caballero,Blanco,Casual,Marca D,344.29,38,11,21,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Blanco,Casual,Marca A,384.92,34,1,21,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca C,992.99,38,9,27,Ciencias de la Salud,Hombre,Buena
Pantalón,Dama,Verde,Casual,Marca D,1934.74,36,18,25,Educación,Mujer,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca A,1311.01,37,1,21,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Verde,Casual,Marca C,865.47,39,2,30,Ingeniería,Hombre,Buena
Pantalón,Dama,Negro,Formal,Marca D,1036.22,40,13,28,Educación,Mujer,Regular
Camisa,Caballero,Rojo,Formal,Marca C,404.58,34,11,25,Ciencias Sociales y Humanidades,Hombre,Mala
Vestido,Dama,Negro,Formal,Marca C,351.77,38,2,27,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Dama,Azul,Formal,Marca A,1457.21,37,7,25,Ingeniería,HombreMujer,Regular
Pantalón,Dama,Verde,Casual,Marca C,1806.57,37,10,30,Ciencias de la Salud,HombreMujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca D,680.26,32,0,28,Educación,Mujer,Regular
Falda,Caballero,Verde,Formal,Marca A,402.79,32,3,23,Artes,Hombre,Buena
Falda,Dama,Negro,Casual,Marca C,885.15,43,0,25,Educación,Hombre,Mala
Pantalón,Caballero,Blanco,Deportivo,Marca D,1101.07,34,12,26,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Verde,Formal,Marca C,684.92,45,3,23,Ingeniería,Hombre,Buena
Vestido,Caballero,Rojo,Deportivo,Marca A,416.54,42,9,23,Ciencias de la Salud,Mujer,Buena
Falda,Dama,Verde,Formal,Marca A,1261.67,44,17,20,Artes,HombreMujer,Mala
Chaqueta,Dama,Azul,Formal,Marca A,1252.08,39,10,21,Ingeniería,Mujer,Buena
Chaqueta,Dama,Negro,Casual,Marca B,643.92,36,9,30,Deportes,Mujer,Mala
Camisa,Caballero,Azul,Formal,Marca B,679.21,33,3,22,Artes,Hombre,Mala
Camisa,Dama,Blanco,Casual,Marca A,305.87,32,10,28,Ingeniería,Mujer,Regular
Camisa,Caballero,Negro,Casual,Marca A,1634.97,42,14,27,Educación,HombreMujer,Mala
Falda,Caballero,Blanco,Deportivo,Marca B,314.62,37,7,21,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Verde,Casual,Marca C,1902.69,42,6,29,Ingeniería,HombreMujer,Mala
Pantalón,Dama,Blanco,Casual,Marca B,800.48,40,18,30,Educación,Mujer,Buena
Vestido,Caballero,Rojo,Casual,Marca C,1523.6,34,8,28,Artes,Mujer,Buena
Pantalón,Dama,Azul,Casual,Marca B,1598.03,41,2,22,Educación,HombreMujer,Regular
Pantalón,Caballero,Negro,Deportivo,Marca C,629.73,41,18,20,Deportes,Mujer,Buena
Camisa,Dama,Blanco,Casual,Marca A,1549.59,35,1,20,Educación,Hombre,Buena
Pantalón,Caballero,Rojo,Casual,Marca C,1696.22,43,14,28,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Caballero,Negro,Deportivo,Marca B,897.67,32,1,25,Educación,Mujer,Mala
Camisa,Dama,Blanco,Deportivo,Marca A,1346.73,39,13,22,Ingeniería,HombreMujer,Regular
Pantalón,Caballero,Azul,Deportivo,Marca D,1110.56,33,17,29,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Verde,Formal,Marca A,466.98,37,4,23,Artes,Hombre,Buena
Camisa,Dama,Blanco,Deportivo,Marca A,667.38,45,17,30,Deportes,Hombre,Buena
Chaqueta,Dama,Negro,Casual,Marca A,422.61,40,0,20,Deportes,Hombre,Regular
Pantalón,Caballero,Verde,Casual,Marca C,1064.35,37,13,25,Ingeniería,Mujer,Mala
Falda,Caballero,Negro,Formal,Marca B,548.09,42,1,27,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Verde,Deportivo,Marca A,430.93,33,13,23,Deportes,Mujer,Regular
Chaqueta,Dama,Negro,Casual,Marca C,964.19,35,13,25,Ingeniería,Mujer,Mala
Chaqueta,Dama,Rojo,Deportivo,Marca D,898.12,45,10,26,Artes,HombreMujer,Regular
Vestido,Caballero,Blanco,Deportivo,Marca C,537.91,36,3,29,Educación,Hombre,Buena
Vestido,Dama,Azul,Casual,Marca B,1377.33,39,13,29,Educación,Mujer,Regular
Pantalón,Caballero,Blanco,Casual,Marca B,1330.62,44,13,22,Artes,Hombre,Buena
Vestido,Dama,Rojo,Formal,Marca D,419.42,45,5,21,Ciencias Sociales y Humanidades,HombreMujer,Mala
Falda,Caballero,Rojo,Deportivo,Marca D,1168.22,39,1,20,Ingeniería,Mujer,Buena
Camisa,Dama,Blanco,Formal,Marca A,1413.36,32,0,29,Ingeniería,Mujer,Buena
Camisa,Dama,Rojo,Formal,Marca C,373.61,33,6,30,Ingeniería,Hombre,Buena
Pantalón,Dama,Rojo,Deportivo,Marca D,1914.13,39,15,26,Deportes,Hombre,Buena
Falda,Dama,Blanco,Formal,Marca D,1749.47,39,18,24,Ciencias de la Salud,Hombre,Buena
Camisa,Caballero,Verde,Formal,Marca C,596.08,40,2,23,Artes,Hombre,Regular
Falda,Dama,Rojo,Formal,Marca C,568.73,43,8,27,Artes,Hombre,Buena
Pantalón,Caballero,Negro,Deportivo,Marca A,1217.41,41,15,27,Deportes,Mujer,Regular
Camisa,Caballero,Negro,Formal,Marca A,581.82,34,14,26,Artes,Hombre,Buena
Chaqueta,Caballero,Azul,Deportivo,Marca C,1540.85,38,13,23,Artes,HombreMujer,Buena
Falda,Caballero,Negro,Formal,Marca B,604.89,37,17,24,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Caballero,Blanco,Casual,Marca A,1563.18,34,18,28,Educación,HombreMujer,Regular
Camisa,Dama,Rojo,Formal,Marca A,365.25,33,4,21,Educación,Mujer,Buena
Falda,Dama,Negro,Casual,Marca A,1870.02,43,10,27,Educación,Hombre,Buena
Falda,Dama,Blanco,Deportivo,Marca D,446.28,34,9,28,Ciencias de la Salud,HombreMujer,Buena
Camisa,Dama,Negro,Formal,Marca A,716.19,42,0,28,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Caballero,Negro,Formal,Marca A,747.1,35,8,30,Educación,Hombre,Buena
Pantalón,Dama,Blanco,Deportivo,Marca B,845.32,43,12,26,Ciencias de la Salud,Mujer,Buena
Falda,Dama,Verde,Casual,Marca D,1008.15,34,17,29,Deportes,Hombre,Mala
Falda,Caballero,Blanco,Formal,Marca B,1826.38,36,10,24,Deportes,Hombre,Buena
Chaqueta,Caballero,Negro,Deportivo,Marca B,935.36,33,8,26,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Caballero,Blanco,Deportivo,Marca A,864.39,43,13,27,Educación,Mujer,Buena
Falda,Caballero,Blanco,Deportivo,Marca B,752.34,42,7,27,Ciencias de la Salud,Mujer,Mala
Chaqueta,Dama,Negro,Formal,Marca A,1412.74,42,13,23,Artes,HombreMujer,Buena
Pantalón,Caballero,Blanco,Formal,Marca C,416.32,45,10,30,Ingeniería,Hombre,Buena
Camisa,Caballero,Verde,Casual,Marca B,527.54,43,3,26,Artes,HombreMujer,Regular
Falda,Dama,Verde,Deportivo,Marca C,721.66,32,5,29,Deportes,Mujer,Buena
Chaqueta,Caballero,Rojo,Formal,Marca A,1045.68,36,14,21,Ingeniería,Mujer,Regular
Camisa,Caballero,Azul,Casual,Marca D,1295.82,43,14,30,Ingeniería,Mujer,Regular
Camisa,Dama,Verde,Deportivo,Marca D,861.36,44,9,29,Artes,Hombre,Mala
Camisa,Caballero,Azul,Casual,Marca C,1507.79,32,0,23,Educación,Mujer,Buena
Falda,Dama,Azul,Formal,Marca C,818.57,43,10,22,Ciencias de la Salud,HombreMujer,Mala
Pantalón,Caballero,Azul,Formal,Marca B,1266.2,38,16,21,Ingeniería,HombreMujer,Regular
Chaqueta,Caballero,Azul,Formal,Marca B,1098.4,39,8,26,Deportes,Mujer,Regular
Pantalón,Dama,Azul,Deportivo,Marca A,1006.12,36,5,29,Artes,Hombre,Mala
Chaqueta,Caballero,Negro,Deportivo,Marca C,470.27,36,9,23,Educación,Mujer,Buena
Pantalón,Caballero,Blanco,Casual,Marca B,262.88,39,15,29,Educación,Hombre,Buena
Pantalón,Dama,Negro,Formal,Marca D,1981.21,32,1,26,Ciencias de la Salud,Mujer,Buena
Chaqueta,Dama,Azul,Deportivo,Marca C,1454.17,44,14,25,Artes,Mujer,Mala
Falda,Caballero,Verde,Formal,Marca A,499.01,33,19,26,Ciencias de la Salud,Mujer,Buena
Vestido,Dama,Rojo,Deportivo,Marca B,1705.81,32,11,20,Deportes,Mujer,Buena
Pantalón,Caballero,Rojo,Deportivo,Marca D,1843.7,45,18,29,Ingeniería,HombreMujer,Buena
Pantalón,Dama,Azul,Deportivo,Marca C,1959.89,38,19,26,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Dama,Verde,Casual,Marca B,1607.85,40,19,30,Artes,Hombre,Regular
Falda,Dama,Rojo,Formal,Marca C,532.66,37,7,29,Deportes,Hombre,Regular
Camisa,Dama,Rojo,Casual,Marca C,902.88,32,1,28,Deportes,Mujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca B,1682.1,40,17,27,Ciencias de la Salud,HombreMujer,Regular
Camisa,Caballero,Blanco,Deportivo,Marca D,1750.56,35,0,25,Ciencias de la Salud,Hombre,Mala
Chaqueta,Caballero,Verde,Casual,Marca D,310.05,38,3,27,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Caballero,Negro,Deportivo,Marca D,895.3,43,8,25,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Caballero,Rojo,Deportivo,Marca B,1088.97,45,15,20,Ciencias de la Salud,HombreMujer,Buena
Pantalón,Dama,Negro,Casual,Marca B,1956.08,36,12,28,Ciencias de la Salud,Mujer,Regular
Falda,Dama,Verde,Formal,Marca C,1796.85,42,8,28,Artes,HombreMujer,Buena
Camisa,Dama,Negro,Formal,Marca B,1029.74,38,11,23,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Verde,Formal,Marca D,838.52,32,0,26,Artes,Mujer,Buena
Falda,Caballero,Azul,Formal,Marca B,903.76,37,12,27,Ingeniería,Mujer,Buena
Vestido,Dama,Blanco,Casual,Marca B,1114.19,38,15,24,Artes,Hombre,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca A,323.3,35,7,27,Artes,Hombre,Mala
Vestido,Dama,Negro,Formal,Marca C,1504.58,38,17,29,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Blanco,Formal,Marca C,1869.78,32,5,21,Ingeniería,Hombre,Buena
Camisa,Dama,Blanco,Formal,Marca D,424.75,45,10,30,Ciencias de la Salud,Hombre,Buena
Camisa,Dama,Verde,Deportivo,Marca B,429.59,34,11,30,Ciencias de la Salud,Hombre,Mala
Chaqueta,Caballero,Azul,Formal,Marca A,797.34,32,19,23,Artes,Mujer,Regular
Pantalón,Dama,Verde,Casual,Marca B,1471.82,45,16,25,Educación,Mujer,Regular
Camisa,Caballero,Verde,Formal,Marca B,1493.25,40,6,23,Deportes,Mujer,Buena
Pantalón,Caballero,Rojo,Casual,Marca A,1867.6,33,9,25,Artes,Hombre,Buena
Chaqueta,Caballero,Blanco,Formal,Marca A,204.27,40,1,29,Artes,Mujer,Buena
Camisa,Caballero,Blanco,Deportivo,Marca D,1701.01,35,7,26,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Verde,Casual,Marca C,780.58,35,9,27,Educación,Hombre,Buena
Chaqueta,Caballero,Azul,Formal,Marca B,766.73,43,6,22,Ciencias Sociales y Humanidades,Hombre,Mala
Chaqueta,Caballero,Verde,Deportivo,Marca C,902.2,37,9,30,Educación,Mujer,Buena
Camisa,Dama,Verde,Deportivo,Marca A,660.41,33,13,24,Educación,Hombre,Buena
Pantalón,Dama,Verde,Formal,Marca A,1712.36,33,15,29,Artes,Hombre,Buena
Vestido,Caballero,Azul,Casual,Marca C,1927.06,35,7,29,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Verde,Formal,Marca D,1954.61,35,8,20,Educación,Mujer,Regular
Chaqueta,Dama,Rojo,Casual,Marca B,1105.31,37,0,24,Artes,Mujer,Buena
Pantalón,Dama,Rojo,Deportivo,Marca A,503.93,44,15,30,Artes,Mujer,Regular
Chaqueta,Caballero,Negro,Formal,Marca A,1132.12,36,6,24,Ingeniería,Hombre,Buena
Chaqueta,Dama,Azul,Casual,Marca A,1751.34,35,6,29,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Caballero,Blanco,Formal,Marca C,603.05,40,4,27,Deportes,HombreMujer,Buena
Pantalón,Dama,Negro,Deportivo,Marca B,548.66,34,1,27,Educación,Hombre,Mala
Falda,Caballero,Azul,Deportivo,Marca D,972.14,44,17,25,Ciencias de la Salud,Hombre,Buena
Vestido,Caballero,Rojo,Deportivo,Marca D,1268.31,42,5,21,Ingeniería,Mujer,Buena
Camisa,Dama,Blanco,Casual,Marca B,1208.22,35,16,20,Ciencias de la Salud,Hombre,Regular
Chaqueta,Caballero,Verde,Deportivo,Marca B,911.62,34,11,28,Artes,HombreMujer,Buena
Pantalón,Caballero,Blanco,Casual,Marca D,1858.55,34,9,25,Ingeniería,HombreMujer,Buena
Falda,Dama,Verde,Casual,Marca A,1688.54,38,16,27,Deportes,Mujer,Buena
Chaqueta,Dama,Negro,Formal,Marca D,423.12,33,3,24,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Caballero,Azul,Deportivo,Marca B,900.52,36,6,28,Artes,Mujer,Mala
Camisa,Dama,Blanco,Casual,Marca B,1996.05,45,13,22,Artes,Hombre,Regular
Chaqueta,Caballero,Negro,Formal,Marca D,854.88,34,1,24,Ciencias de la Salud,Hombre,Regular
Camisa,Dama,Blanco,Formal,Marca D,412.85,32,15,30,Ciencias de la Salud,Mujer,Buena
Vestido,Caballero,Blanco,Casual,Marca B,654.12,35,14,30,Deportes,Hombre,Buena
Camisa,Dama,Rojo,Deportivo,Marca B,1804.45,45,5,24,Ingeniería,Hombre,Regular
Chaqueta,Dama,Azul,Deportivo,Marca D,656.56,37,3,30,Educación,Mujer,Regular
Pantalón,Dama,Azul,Deportivo,Marca A,968.47,37,7,26,Deportes,Mujer,Buena
Camisa,Caballero,Negro,Deportivo,Marca C,764.4,36,3,26,Ingeniería,Mujer,Regular
Chaqueta,Dama,Negro,Casual,Marca B,1975.43,33,12,30,Artes,Hombre,Regular
Vestido,Dama,Blanco,Formal,Marca A,1590.6,38,6,26,Ingeniería,Hombre,Buena
Falda,Caballero,Negro,Deportivo,Marca B,1572.34,37,18,21,Ciencias de la Salud,Hombre,Regular
Pantalón,Caballero,Negro,Formal,Marca A,1090.19,45,19,21,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Dama,Verde,Casual,Marca D,823.57,32,2,26,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Verde,Casual,Marca B,1922.88,39,3,24,Ingeniería,Hombre,Buena
Pantalón,Dama,Azul,Formal,Marca C,1923.05,38,0,23,Educación,Mujer,Buena
Vestido,Caballero,Blanco,Casual,Marca B,1382.89,45,10,29,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Dama,Verde,Formal,Marca C,424.86,45,18,21,Artes,Hombre,Buena
Falda,Caballero,Verde,Deportivo,Marca D,534.6,35,12,30,Deportes,Mujer,Mala
Chaqueta,Caballero,Verde,Formal,Marca D,1081.75,44,2,21,Ciencias de la Salud,Mujer,Buena
Falda,Caballero,Verde,Formal,Marca D,1101.76,44,17,23,Artes,Hombre,Regular
Camisa,Caballero,Negro,Formal,Marca C,1748.36,45,9,21,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Dama,Blanco,Deportivo,Marca C,1437.72,41,11,29,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Caballero,Verde,Casual,Marca C,1974.65,41,14,26,Artes,Mujer,Regular
Chaqueta,Dama,Rojo,Casual,Marca D,1241.35,38,9,21,Educación,Hombre,Buena
Vestido,Dama,Blanco,Formal,Marca D,1017.61,45,16,26,Ciencias de la Salud,Hombre,Buena
Camisa,Dama,Negro,Casual,Marca C,998.42,40,4,28,Ingeniería,HombreMujer,Mala
Chaqueta,Dama,Blanco,Casual,Marca D,1409.18,40,15,26,Ciencias de la Salud,Hombre,Buena
Chaqueta,Caballero,Negro,Casual,Marca B,1701.74,38,8,30,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Dama,Negro,Formal,Marca D,840.67,38,17,30,Deportes,Hombre,Mala
Camisa,Dama,Verde,Deportivo,Marca B,490.02,45,8,29,Ingeniería,Hombre,Regular
Falda,Dama,Verde,Formal,Marca D,517.44,37,12,21,Ciencias Sociales y Humanidades,HombreMujer,Buena
Falda,Caballero,Verde,Formal,Marca B,505.17,41,14,26,Artes,Mujer,Regular
Vestido,Caballero,Rojo,Casual,Marca C,967.36,43,12,26,Ingeniería,Mujer,Buena
Camisa,Dama,Negro,Deportivo,Marca D,1550.85,40,7,20,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Blanco,Casual,Marca D,571.98,39,9,29,Ciencias de la Salud,Mujer,Buena
Chaqueta,Dama,Verde,Deportivo,Marca B,1851.73,34,16,27,Ciencias de la Salud,HombreMujer,Mala
Falda,Caballero,Blanco,Formal,Marca B,1213.47,44,5,24,Deportes,HombreMujer,Buena
Vestido,Dama,Azul,Casual,Marca B,1945.64,45,5,24,Ciencias de la Salud,Mujer,Buena
Pantalón,Dama,Blanco,Casual,Marca A,1741.82,42,9,24,Deportes,Mujer,Buena
Pantalón,Caballero,Verde,Formal,Marca A,1938.77,35,5,26,Educación,Mujer,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca B,369.18,35,1,30,Educación,Mujer,Buena
Vestido,Dama,Verde,Casual,Marca B,1561.57,41,0,28,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Azul,Formal,Marca B,1882.27,38,14,29,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Negro,Deportivo,Marca D,1206.48,44,0,26,Ingeniería,HombreMujer,Buena
Vestido,Caballero,Blanco,Deportivo,Marca D,1859.87,40,0,29,Ingeniería,Mujer,Mala
Falda,Caballero,Rojo,Casual,Marca C,1538.78,32,10,20,Educación,Mujer,Buena
Pantalón,Caballero,Verde,Formal,Marca C,1687.61,41,18,25,Ingeniería,Hombre,Regular
Falda,Dama,Azul,Casual,Marca D,813.45,33,11,25,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Rojo,Deportivo,Marca C,1086.53,37,0,20,Artes,Hombre,Mala
Pantalón,Dama,Verde,Formal,Marca A,1457.09,42,17,25,Deportes,Hombre,Mala
Chaqueta,Caballero,Rojo,Formal,Marca C,1348.71,44,12,23,Artes,HombreMujer,Mala
Chaqueta,Caballero,Azul,Formal,Marca D,510.17,38,9,24,Deportes,Mujer,Mala
Camisa,Caballero,Blanco,Deportivo,Marca D,604.83,40,0,20,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Blanco,Formal,Marca A,651.92,33,19,25,Ciencias de la Salud,Mujer,Regular
Camisa,Dama,Azul,Deportivo,Marca C,1035.33,33,14,28,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Caballero,Azul,Deportivo,Marca C,1027.35,33,2,21,Ciencias de la Salud,Hombre,Regular
Vestido,Dama,Verde,Formal,Marca C,1047.17,44,15,25,Deportes,Hombre,Buena
Camisa,Dama,Blanco,Formal,Marca A,1901.28,41,14,25,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Verde,Formal,Marca B,1209.25,43,17,26,Ingeniería,Hombre,Mala
Vestido,Caballero,Negro,Deportivo,Marca D,1118.78,34,10,23,Ciencias de la Salud,Hombre,Buena
Camisa,Caballero,Rojo,Formal,Marca B,1888.3,44,6,20,Ciencias de la Salud,Mujer,Regular
Camisa,Dama,Azul,Formal,Marca C,1892.34,41,7,30,Educación,Hombre,Mala
Chaqueta,Dama,Blanco,Formal,Marca A,1095.8,32,18,20,Educación,Mujer,Buena
Camisa,Caballero,Verde,Deportivo,Marca B,443.77,45,2,24,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca B,526.55,42,18,21,Ingeniería,HombreMujer,Buena
Pantalón,Caballero,Azul,Casual,Marca B,883.93,37,1,24,Educación,HombreMujer,Buena
Falda,Dama,Negro,Deportivo,Marca A,613.19,41,7,25,Deportes,Hombre,Mala
Camisa,Caballero,Verde,Formal,Marca A,1616.44,38,16,29,Deportes,Mujer,Regular
Vestido,Dama,Negro,Casual,Marca D,1687.54,43,5,21,Ingeniería,Hombre,Buena
Camisa,Caballero,Negro,Casual,Marca B,207.83,41,7,28,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Azul,Formal,Marca B,1853.21,44,11,25,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Blanco,Casual,Marca A,733.24,32,17,27,Ingeniería,Hombre,Regular
Camisa,Dama,Rojo,Casual,Marca C,1440.78,32,4,20,Artes,Hombre,Buena
Falda,Caballero,Negro,Formal,Marca D,1418.59,34,15,21,Deportes,Mujer,Buena
Falda,Caballero,Rojo,Formal,Marca A,211.98,42,8,26,Ingeniería,Mujer,Mala
Vestido,Dama,Rojo,Formal,Marca A,1000.09,41,5,30,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Negro,Deportivo,Marca D,508.46,32,7,28,Artes,HombreMujer,Buena
Falda,Caballero,Negro,Formal,Marca C,691.66,36,7,23,Deportes,Hombre,Buena
Chaqueta,Caballero,Verde,Formal,Marca B,913.41,36,16,27,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Dama,Blanco,Casual,Marca B,1531.93,44,9,27,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Blanco,Casual,Marca C,1976.19,38,2,25,Artes,Hombre,Buena
Pantalón,Caballero,Rojo,Formal,Marca B,1365.75,45,5,25,Educación,Hombre,Buena
Pantalón,Caballero,Blanco,Formal,Marca B,1385.65,43,3,29,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Caballero,Blanco,Casual,Marca B,361.06,38,5,23,Educación,Mujer,Buena
Chaqueta,Dama,Rojo,Casual,Marca C,1472.76,35,12,24,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Rojo,Formal,Marca B,396.75,44,0,22,Ingeniería,Mujer,Buena
Pantalón,Caballero,Blanco,Deportivo,Marca C,1777.04,39,4,22,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Blanco,Casual,Marca D,1734.67,36,15,23,Educación,Mujer,Buena
Falda,Caballero,Azul,Deportivo,Marca B,313.1,44,0,27,Educación,Hombre,Regular
Vestido,Dama,Rojo,Formal,Marca C,1900.69,39,6,22,Ciencias de la Salud,HombreMujer,Regular
Vestido,Caballero,Azul,Formal,Marca B,1898.05,36,1,30,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Caballero,Negro,Casual,Marca C,387.4,45,10,23,Deportes,Mujer,Regular
Pantalón,Dama,Azul,Formal,Marca A,1159.47,36,19,20,Ingeniería,Hombre,Buena
Pantalón,Dama,Negro,Deportivo,Marca D,1943.6,36,7,30,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Rojo,Casual,Marca C,1597.07,41,6,30,Ingeniería,HombreMujer,Buena
Chaqueta,Dama,Rojo,Deportivo,Marca D,323.78,33,0,27,Ciencias de la Salud,Mujer,Regular
Chaqueta,Dama,Azul,Formal,Marca D,374.62,43,3,26,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Blanco,Casual,Marca A,1079.46,42,13,25,Ingeniería,HombreMujer,Buena
Vestido,Caballero,Verde,Deportivo,Marca C,592.12,45,17,21,Artes,Mujer,Buena
Camisa,Caballero,Rojo,Formal,Marca A,1186.47,43,12,20,Artes,HombreMujer,Regular
Chaqueta,Dama,Rojo,Casual,Marca A,1524.07,35,2,22,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Dama,Blanco,Deportivo,Marca B,1111.56,34,16,22,Deportes,Mujer,Buena
Vestido,Dama,Rojo,Formal,Marca C,575.92,37,4,23,Educación,Mujer,Buena
Camisa,Caballero,Azul,Formal,Marca A,838.59,38,14,20,Educación,Mujer,Regular
Camisa,Dama,Verde,Formal,Marca D,296.66,32,12,20,Ingeniería,Mujer,Regular
Camisa,Dama,Rojo,Deportivo,Marca C,868.25,32,9,25,Artes,Mujer,Regular
Chaqueta,Caballero,Verde,Casual,Marca C,782,34,2,28,Educación,HombreMujer,Mala
Camisa,Dama,Verde,Casual,Marca B,212.04,45,10,29,Ingeniería,Mujer,Buena
