ID_Estudiante,Fecha_Registro,Edad,Estado_Civil,Lugar_Residencia,Calificaciones,Asistencia_a_clases,Semestre_Actual,Reprobacion_Asignaturas,Horas_Estudio_Semanales,Nivel_Socioeconomico,Ingreso_Familiar_Mensual,Apoyo_Financiero,Empleo_Parcial_o_Tiempo_Completo,Red_Apoyo_Social,Participacion_Extracurricular,Relaciones_Interpersonales,Problemas_Emocionales,Adaptacion_Entorno_Escolar,Personalidad,Autoeficacia_Academica,Horas_Sueno,Condiciones_Salud,Problemas_Familiares,Dependientes_en_Hogar,Tipo_Institucion,Distancia_Centro_Estudios,Acceso_Servicios_Basicos,Desercion
2919,2024-04-24,25,Unión Libre,Local,87.83,93.06,3,1,16,Bajo,6743,Sí,No,Moderado,Baja,Conflictivas,Sí,Regular,Extrovertido,Baja,5,Buena,Sí,2,Privada,19.84,No,Sí
2920,2024-04-11,19,Soltero/a,Local,85.78,66.42,8,4,6,Alto,17727,No,Sí,Moderado,Media,Buenas,No,Regular,Extrovertido,Media,5,Buena,No,3,Privada,22.49,Sí,No
2921,2024-04-15,20,Casado/a,Foráneo,94.64,85.38,6,1,11,Alto,19119,Sí,No,Moderado,Baja,Buenas,No,Mala,Extrovertido,Baja,8,Buena,Sí,1,Privada,23.43,Sí,No
2922,2024-04-07,19,Unión Libre,Foráneo,57.78,68.7,8,1,4,Alto,8332,No,No,Fuerte,Baja,Regulares,Sí,Buena,Introvertido,Media,7,Buena,Sí,2,Privada,18.1,No,Sí
2923,2024-02-17,20,Soltero/a,Foráneo,95.53,89.94,1,0,1,Alto,3305,Sí,No,Moderado,Alta,Buenas,No,Regular,Extrovertido,Alta,4,Regular,No,0,Privada,25.2,No,Sí
2924,2024-04-27,18,Casado/a,Foráneo,75.69,66.45,1,4,18,Alto,3353,Sí,No,Fuerte,Media,Regulares,Sí,Mala,Introvertido,Baja,6,Mala,No,2,Pública,33.35,No,No
2925,2024-06-09,21,Unión Libre,Foráneo,98.31,61.91,10,4,7,Medio,18569,Sí,No,Débil,Media,Buenas,No,Mala,Extrovertido,Alta,7,Regular,Sí,1,Pública,42.57,Sí,No
2926,2024-03-08,18,Soltero/a,Local,79.88,92.95,2,3,7,Alto,14322,No,Sí,Fuerte,Media,Conflictivas,Sí,Buena,Introvertido,Baja,10,Mala,No,3,Privada,24.77,Sí,Sí
2927,2024-01-08,20,Soltero/a,Local,56.88,63.88,6,2,4,Medio,11703,No,Sí,Moderado,Alta,Regulares,No,Buena,Introvertido,Alta,7,Buena,No,0,Privada,15.19,Sí,No
2928,2024-06-04,22,Soltero/a,Foráneo,50.28,80.7,1,1,9,Alto,7168,Sí,Sí,Fuerte,Media,Buenas,No,Regular,Introvertido,Alta,5,Mala,No,4,Pública,13.83,Sí,No
2929,2024-02-24,22,Unión Libre,Local,97.71,64.43,4,3,12,Alto,11654,No,Sí,Fuerte,Baja,Conflictivas,No,Mala,Extrovertido,Baja,7,Buena,No,3,Privada,41.72,No,No
2930,2024-05-06,23,Casado/a,Local,73.38,58.53,9,0,9,Medio,9278,No,No,Moderado,Media,Conflictivas,No,Mala,Extrovertido,Alta,10,Mala,Sí,4,Pública,41.88,No,No
2931,2024-02-18,25,Casado/a,Foráneo,74.24,72.45,8,2,1,Bajo,16590,No,No,Débil,Baja,Conflictivas,No,Regular,Introvertido,Alta,9,Regular,No,2,Pública,11.41,Sí,Sí
2932,2024-02-18,21,Casado/a,Local,67.88,78.57,10,1,1,Bajo,8051,No,Sí,Moderado,Media,Regulares,No,Regular,Extrovertido,Media,7,Buena,No,3,Pública,3.88,No,Sí
2933,2024-05-03,18,Soltero/a,Foráneo,64.18,71.96,10,1,8,Medio,19908,No,No,Débil,Media,Regulares,No,Buena,Introvertido,Baja,10,Regular,No,3,Privada,25.6,Sí,Sí
2934,2024-03-09,23,Unión Libre,Foráneo,78.85,52.74,5,5,12,Alto,8703,Sí,No,Débil,Baja,Buenas,Sí,Regular,Introvertido,Baja,7,Regular,Sí,4,Privada,12.99,Sí,Sí
2935,2024-01-20,20,Soltero/a,Foráneo,69.0,66.09,2,4,10,Bajo,19236,Sí,Sí,Moderado,Baja,Buenas,No,Regular,Extrovertido,Media,6,Regular,Sí,3,Pública,8.19,No,Sí
2936,2024-05-19,18,Soltero/a,Foráneo,74.8,52.11,5,3,18,Alto,8069,Sí,Sí,Fuerte,Media,Buenas,No,Buena,Introvertido,Alta,9,Buena,No,3,Privada,25.77,No,Sí
2937,2024-06-21,22,Unión Libre,Foráneo,59.27,72.68,2,4,12,Alto,5408,No,Sí,Moderado,Alta,Buenas,Sí,Buena,Extrovertido,Baja,9,Regular,Sí,4,Pública,28.6,No,No
2938,2024-02-07,19,Casado/a,Foráneo,64.8,76.55,4,2,11,Bajo,7058,No,Sí,Fuerte,Baja,Buenas,No,Mala,Extrovertido,Baja,5,Buena,Sí,1,Privada,36.21,Sí,No
2939,2024-05-21,21,Unión Libre,Foráneo,54.73,99.4,8,0,9,Bajo,17883,Sí,Sí,Moderado,Alta,Conflictivas,Sí,Regular,Introvertido,Media,9,Mala,No,5,Pública,44.94,No,Sí
2940,2024-01-23,23,Soltero/a,Local,63.26,63.8,1,5,16,Alto,4178,Sí,Sí,Moderado,Media,Conflictivas,Sí,Buena,Introvertido,Media,10,Regular,Sí,3,Pública,48.5,Sí,No
2941,2024-04-17,18,Casado/a,Foráneo,51.52,64.26,6,5,9,Medio,4719,No,No,Débil,Baja,Regulares,Sí,Buena,Introvertido,Media,8,Mala,No,5,Pública,23.62,No,No
2942,2024-03-13,22,Soltero/a,Foráneo,84.73,75.3,4,1,14,Alto,3484,No,No,Débil,Alta,Conflictivas,Sí,Regular,Extrovertido,Media,10,Buena,Sí,1,Privada,36.11,Sí,Sí
2943,2024-05-24,21,Unión Libre,Local,83.24,78.58,3,0,1,Bajo,18874,Sí,Sí,Fuerte,Alta,Regulares,No,Mala,Introvertido,Alta,6,Mala,No,4,Pública,23.08,Sí,Sí
2944,2024-02-19,23,Unión Libre,Foráneo,93.92,89.24,7,1,4,Alto,3054,Sí,No,Moderado,Baja,Regulares,No,Buena,Extrovertido,Baja,9,Regular,No,0,Privada,47.13,No,Sí
2945,2024-06-11,23,Soltero/a,Foráneo,69.37,94.99,6,2,9,Alto,10585,Sí,Sí,Fuerte,Baja,Buenas,No,Mala,Extrovertido,Media,10,Mala,No,3,Privada,23.88,No,Sí
2946,2024-03-07,19,Unión Libre,Local,69.57,91.34,8,3,6,Alto,8399,No,No,Fuerte,Alta,Conflictivas,Sí,Mala,Introvertido,Baja,7,Regular,Sí,4,Pública,15.38,No,No
2947,2024-01-18,18,Unión Libre,Local,52.93,55.54,1,3,18,Alto,3639,Sí,Sí,Débil,Media,Buenas,Sí,Mala,Introvertido,Media,4,Mala,Sí,0,Pública,13.34,Sí,Sí
2948,2024-01-09,21,Casado/a,Foráneo,89.89,60.89,9,3,16,Bajo,15081,Sí,No,Moderado,Alta,Regulares,Sí,Mala,Extrovertido,Baja,7,Regular,No,0,Privada,40.6,No,No
2949,2024-01-01,24,Unión Libre,Foráneo,63.88,86.08,4,4,16,Alto,9545,No,Sí,Moderado,Alta,Regulares,No,Buena,Extrovertido,Media,8,Mala,No,2,Pública,13.82,Sí,No
2950,2024-03-21,22,Unión Libre,Foráneo,88.97,52.14,1,3,4,Alto,12109,No,No,Fuerte,Baja,Conflictivas,Sí,Mala,Introvertido,Media,6,Regular,Sí,1,Privada,25.84,No,No
2951,2024-03-23,22,Soltero/a,Local,81.43,84.2,3,3,16,Alto,9616,Sí,Sí,Moderado,Baja,Regulares,No,Regular,Extrovertido,Media,5,Regular,Sí,2,Privada,29.13,Sí,No
2952,2024-01-17,22,Soltero/a,Local,80.37,79.05,7,5,10,Bajo,3844,Sí,No,Moderado,Alta,Regulares,Sí,Regular,Introvertido,Alta,6,Buena,No,1,Pública,14.04,No,No
2953,2024-06-29,18,Unión Libre,Local,76.34,64.73,2,1,19,Alto,3197,Sí,No,Débil,Media,Conflictivas,Sí,Mala,Introvertido,Media,9,Mala,Sí,2,Pública,33.11,No,No
2954,2024-02-15,19,Soltero/a,Local,80.79,96.81,4,5,4,Bajo,16629,No,Sí,Débil,Media,Regulares,No,Regular,Extrovertido,Alta,5,Buena,No,1,Privada,31.4,No,Sí
2955,2024-01-03,21,Unión Libre,Local,87.89,92.14,5,4,3,Bajo,14671,Sí,Sí,Moderado,Alta,Buenas,No,Mala,Introvertido,Alta,5,Mala,No,4,Privada,10.85,No,No
2956,2024-04-26,19,Unión Libre,Local,98.8,68.83,8,1,17,Alto,14952,No,Sí,Moderado,Baja,Conflictivas,Sí,Buena,Extrovertido,Baja,8,Buena,No,1,Privada,25.53,Sí,Sí
2957,2024-03-13,23,Casado/a,Foráneo,80.06,57.83,2,5,4,Alto,19649,Sí,No,Débil,Baja,Buenas,No,Mala,Extrovertido,Baja,7,Buena,No,0,Pública,41.63,Sí,No
2958,2024-03-24,21,Soltero/a,Local,64.51,54.17,1,3,15,Medio,3747,Sí,Sí,Fuerte,Alta,Buenas,No,Buena,Introvertido,Media,9,Buena,No,2,Privada,4.44,Sí,Sí
2959,2024-01-30,18,Casado/a,Local,56.13,92.67,6,5,12,Bajo,16184,No,No,Moderado,Alta,Conflictivas,Sí,Buena,Extrovertido,Alta,10,Regular,Sí,2,Pública,7.79,Sí,No
2960,2024-01-17,20,Soltero/a,Local,63.68,96.17,10,1,12,Alto,6283,No,No,Débil,Alta,Regulares,No,Regular,Extrovertido,Baja,9,Regular,Sí,2,Pública,30.45,No,No
2961,2024-05-20,23,Casado/a,Local,71.92,68.14,8,1,6,Medio,6761,No,Sí,Fuerte,Baja,Buenas,Sí,Mala,Introvertido,Media,8,Buena,No,3,Pública,45.14,No,No
2962,2024-05-03,23,Unión Libre,Foráneo,78.66,67.98,9,3,12,Medio,7962,Sí,No,Débil,Alta,Regulares,Sí,Mala,Extrovertido,Media,7,Regular,Sí,3,Privada,23.6,No,Sí
2963,2024-06-24,20,Soltero/a,Foráneo,57.56,70.03,4,3,19,Alto,12676,No,No,Moderado,Media,Conflictivas,Sí,Regular,Introvertido,Baja,4,Buena,Sí,0,Pública,6.57,No,No
2964,2024-01-06,19,Soltero/a,Local,64.6,55.88,1,3,17,Bajo,14713,Sí,Sí,Débil,Alta,Buenas,Sí,Buena,Introvertido,Media,7,Mala,No,0,Pública,16.96,Sí,Sí
2965,2024-02-24,19,Casado/a,Local,56.64,61.76,7,4,7,Medio,16870,Sí,No,Débil,Baja,Buenas,No,Mala,Extrovertido,Alta,9,Regular,Sí,1,Pública,40.37,Sí,Sí
2966,2024-01-05,22,Casado/a,Local,97.54,91.89,3,3,10,Bajo,12181,No,Sí,Débil,Baja,Conflictivas,Sí,Mala,Extrovertido,Media,10,Mala,Sí,0,Privada,2.99,Sí,Sí
2967,2024-01-30,25,Unión Libre,Foráneo,94.46,76.64,7,2,11,Alto,9115,No,Sí,Moderado,Media,Regulares,No,Mala,Introvertido,Alta,8,Buena,Sí,1,Privada,48.15,No,Sí
2968,2024-03-08,18,Soltero/a,Local,62.03,77.32,10,4,9,Alto,13249,Sí,Sí,Moderado,Alta,Conflictivas,Sí,Buena,Introvertido,Baja,4,Mala,No,3,Pública,6.43,No,Sí
2969,2024-05-15,20,Soltero/a,Foráneo,60.75,99.41,3,1,13,Bajo,14201,No,Sí,Débil,Baja,Buenas,Sí,Buena,Introvertido,Media,7,Regular,Sí,4,Privada,2.84,No,No
2970,2024-02-15,25,Unión Libre,Local,99.63,76.15,10,4,20,Alto,15902,No,Sí,Moderado,Baja,Buenas,No,Regular,Extrovertido,Media,8,Mala,No,1,Pública,6.63,No,No
2971,2024-02-20,24,Unión Libre,Foráneo,91.8,81.39,2,1,4,Medio,5320,No,Sí,Moderado,Baja,Buenas,Sí,Regular,Introvertido,Media,7,Buena,Sí,2,Privada,44.69,No,No
2972,2024-04-04,18,Unión Libre,Local,75.87,57.49,8,2,13,Bajo,13231,Sí,Sí,Moderado,Alta,Conflictivas,Sí,Buena,Introvertido,Baja,9,Buena,No,5,Privada,6.24,Sí,Sí
2973,2024-01-27,19,Unión Libre,Foráneo,83.63,58.37,7,4,4,Medio,17087,No,Sí,Moderado,Media,Conflictivas,No,Regular,Introvertido,Media,4,Regular,Sí,2,Privada,15.83,No,Sí
2974,2024-03-29,20,Casado/a,Foráneo,76.61,52.1,3,0,6,Medio,18623,Sí,No,Fuerte,Alta,Buenas,No,Mala,Introvertido,Alta,6,Buena,Sí,3,Privada,8.96,No,No
2975,2024-01-02,19,Casado/a,Foráneo,59.21,77.47,2,2,2,Bajo,16782,No,No,Débil,Baja,Conflictivas,No,Buena,Introvertido,Media,10,Buena,Sí,0,Pública,32.6,No,Sí
2976,2024-05-22,22,Unión Libre,Local,64.31,76.57,4,0,9,Bajo,5721,No,No,Fuerte,Alta,Conflictivas,No,Mala,Extrovertido,Media,4,Buena,No,1,Privada,44.34,Sí,Sí
2977,2024-02-28,18,Unión Libre,Local,77.72,90.16,4,2,8,Medio,9839,Sí,Sí,Moderado,Media,Regulares,No,Mala,Extrovertido,Alta,9,Regular,Sí,4,Pública,7.59,No,No
2978,2024-01-21,18,Casado/a,Local,59.56,92.82,4,2,5,Medio,10228,Sí,No,Moderado,Media,Regulares,Sí,Regular,Introvertido,Alta,10,Regular,Sí,1,Pública,34.89,Sí,No
2979,2024-01-12,21,Soltero/a,Foráneo,83.15,91.99,8,2,3,Medio,11137,No,No,Moderado,Alta,Buenas,No,Buena,Introvertido,Baja,5,Mala,Sí,0,Privada,11.67,Sí,Sí
2980,2024-05-16,22,Casado/a,Local,90.65,64.67,5,3,18,Bajo,18899,Sí,Sí,Débil,Media,Conflictivas,No,Mala,Introvertido,Baja,9,Regular,No,1,Pública,44.51,No,Sí
2981,2024-06-26,24,Soltero/a,Local,73.76,90.59,2,3,11,Bajo,4695,No,Sí,Fuerte,Baja,Regulares,Sí,Mala,Extrovertido,Alta,9,Mala,No,3,Pública,15.18,No,Sí
2982,2024-05-29,19,Unión Libre,Foráneo,82.09,96.08,10,0,7,Bajo,12852,No,Sí,Débil,Media,Buenas,No,Buena,Introvertido,Alta,9,Buena,Sí,5,Pública,20.29,Sí,No
2983,2024-05-03,20,Unión Libre,Local,67.48,86.64,8,4,12,Bajo,17790,Sí,Sí,Débil,Media,Conflictivas,No,Mala,Introvertido,Alta,9,Buena,No,4,Privada,4.56,Sí,No
2984,2024-01-28,21,Casado/a,Local,93.62,51.8,6,1,9,Medio,3012,No,No,Moderado,Baja,Regulares,No,Regular,Introvertido,Media,5,Mala,No,2,Privada,18.16,Sí,No
2985,2024-04-15,21,Casado/a,Local,51.21,74.01,5,3,19,Medio,19324,No,No,Moderado,Media,Conflictivas,No,Regular,Extrovertido,Alta,4,Buena,Sí,4,Pública,28.36,No,No
2986,2024-04-20,19,Unión Libre,Foráneo,64.16,83.79,4,0,8,Alto,5572,Sí,Sí,Fuerte,Baja,Regulares,Sí,Mala,Extrovertido,Baja,10,Regular,No,3,Privada,7.25,Sí,Sí
2987,2024-06-27,18,Soltero/a,Foráneo,61.7,74.97,7,4,18,Bajo,5098,Sí,No,Fuerte,Alta,Conflictivas,Sí,Buena,Introvertido,Alta,7,Buena,Sí,0,Privada,20.45,Sí,Sí
2988,2024-05-06,21,Casado/a,Local,69.77,88.79,2,0,10,Medio,19778,Sí,Sí,Débil,Baja,Buenas,No,Mala,Extrovertido,Alta,5,Buena,No,1,Pública,22.49,Sí,No
2989,2024-06-19,18,Casado/a,Foráneo,67.27,51.79,7,4,13,Alto,19000,Sí,Sí,Fuerte,Media,Regulares,Sí,Buena,Extrovertido,Alta,6,Buena,No,3,Privada,35.27,Sí,No
2990,2024-05-13,20,Casado/a,Local,79.55,92.22,2,2,2,Bajo,12778,No,Sí,Moderado,Media,Regulares,No,Mala,Extrovertido,Media,4,Mala,No,1,Pública,16.07,No,Sí
2991,2024-05-22,22,Soltero/a,Local,88.54,56.66,1,2,14,Medio,14897,No,Sí,Débil,Baja,Buenas,No,Regular,Extrovertido,Media,9,Mala,No,2,Pública,23.37,Sí,No
2992,2024-06-20,23,Soltero/a,Local,98.42,63.98,7,2,12,Bajo,17342,No,No,Moderado,Alta,Conflictivas,No,Buena,Extrovertido,Baja,6,Regular,No,1,Privada,36.38,No,No
2993,2024-02-17,20,Casado/a,Local,60.62,62.4,3,1,2,Bajo,5953,No,Sí,Débil,Baja,Conflictivas,Sí,Mala,Introvertido,Baja,4,Regular,Sí,0,Pública,2.62,Sí,Sí
2994,2024-06-01,24,Casado/a,Local,73.72,83.01,5,2,7,Medio,17492,Sí,No,Moderado,Media,Conflictivas,No,Regular,Extrovertido,Baja,9,Mala,Sí,4,Pública,47.79,No,No
2995,2024-04-30,23,Unión Libre,Foráneo,70.71,63.36,1,5,12,Bajo,16879,No,Sí,Moderado,Baja,Regulares,No,Buena,Introvertido,Media,10,Mala,Sí,0,Privada,37.61,Sí,No
2996,2024-03-19,21,Unión Libre,Foráneo,96.8,65.4,4,3,11,Bajo,5316,Sí,Sí,Moderado,Media,Conflictivas,Sí,Buena,Introvertido,Media,7,Mala,Sí,2,Pública,21.72,No,No
2997,2024-06-22,21,Soltero/a,Local,53.42,73.94,5,0,13,Alto,16894,Sí,No,Moderado,Media,Buenas,No,Regular,Extrovertido,Media,8,Mala,Sí,2,Privada,6.1,Sí,Sí
2998,2024-04-10,22,Unión Libre,Foráneo,75.72,57.07,4,2,7,Medio,16585,No,No,Moderado,Baja,Buenas,Sí,Regular,Extrovertido,Alta,5,Buena,No,5,Pública,22.7,No,No
2999,2024-01-08,19,Unión Libre,Local,81.02,81.97,7,3,7,Medio,5920,No,No,Fuerte,Media,Conflictivas,No,Mala,Introvertido,Baja,9,Regular,Sí,2,Pública,31.28,Sí,Sí
3000,2024-04-22,23,Unión Libre,Foráneo,72.29,96.2,10,4,19,Medio,19461,No,No,Moderado,Media,Buenas,Sí,Regular,Extrovertido,Alta,8,Buena,Sí,1,Pública,15.14,No,No
3001,2024-02-11,20,Soltero/a,Local,86.8,67.49,9,1,7,Medio,15583,No,No,Moderado,Media,Regulares,No,Regular,Extrovertido,Alta,6,Mala,No,4,Pública,23.09,No,Sí
3002,2024-03-27,19,Casado/a,Local,81.56,83.6,2,1,13,Medio,9398,Sí,No,Débil,Media,Regulares,No,Buena,Introvertido,Media,8,Regular,Sí,4,Pública,14.09,Sí,Sí
3003,2024-05-29,20,Unión Libre,Local,79.81,80.37,9,3,9,Alto,4497,Sí,Sí,Moderado,Alta,Conflictivas,No,Regular,Extrovertido,Media,8,Mala,No,4,Privada,44.09,Sí,No
3004,2024-04-11,19,Unión Libre,Foráneo,57.76,98.48,1,4,3,Alto,18230,No,Sí,Débil,Alta,Conflictivas,Sí,Buena,Introvertido,Alta,7,Regular,Sí,5,Privada,14.72,Sí,No
3005,2024-06-03,25,Casado/a,Local,58.69,92.49,1,4,17,Bajo,6752,No,Sí,Fuerte,Alta,Regulares,Sí,Mala,Introvertido,Media,9,Buena,Sí,0,Privada,47.61,Sí,No
3006,2024-01-21,20,Unión Libre,Local,65.31,76.39,10,3,15,Alto,6156,Sí,Sí,Débil,Alta,Buenas,No,Buena,Extrovertido,Alta,4,Mala,No,5,Pública,26.82,No,No
3007,2024-05-26,19,Casado/a,Foráneo,60.43,88.15,7,5,14,Medio,9161,No,No,Fuerte,Media,Regulares,Sí,Mala,Extrovertido,Alta,4,Buena,No,0,Pública,47.41,Sí,Sí
3008,2024-04-30,18,Soltero/a,Foráneo,96.53,76.43,4,0,17,Alto,12005,No,No,Fuerte,Alta,Buenas,No,Regular,Extrovertido,Media,5,Regular,No,3,Pública,45.74,Sí,No
3009,2024-03-04,19,Soltero/a,Foráneo,61.19,71.79,7,5,10,Alto,17636,Sí,No,Débil,Media,Conflictivas,Sí,Mala,Extrovertido,Baja,5,Mala,Sí,0,Pública,47.04,Sí,Sí
3010,2024-02-15,19,Unión Libre,Local,72.25,90.47,4,0,9,Alto,8953,Sí,Sí,Fuerte,Media,Regulares,Sí,Regular,Extrovertido,Media,7,Regular,Sí,3,Pública,29.58,Sí,No
3011,2024-06-03,21,Casado/a,Local,93.58,62.75,6,0,6,Alto,18656,Sí,Sí,Débil,Baja,Buenas,Sí,Regular,Extrovertido,Media,10,Mala,No,2,Pública,27.11,Sí,No
3012,2024-03-12,19,Casado/a,Foráneo,99.99,83.03,5,5,1,Bajo,7761,No,No,Débil,Media,Conflictivas,No,Regular,Introvertido,Baja,6,Mala,Sí,3,Pública,25.07,No,Sí
3013,2024-05-30,25,Casado/a,Local,90.77,76.57,6,1,18,Medio,8803,No,No,Fuerte,Alta,Conflictivas,Sí,Mala,Introvertido,Alta,6,Regular,Sí,0,Pública,47.51,Sí,No
3014,2024-04-03,23,Soltero/a,Foráneo,84.24,51.96,7,2,18,Medio,16221,No,No,Moderado,Media,Buenas,Sí,Regular,Introvertido,Alta,4,Buena,Sí,5,Privada,11.64,No,Sí
3015,2024-02-17,25,Casado/a,Foráneo,74.59,65.2,9,5,11,Bajo,9285,No,No,Moderado,Alta,Buenas,No,Regular,Extrovertido,Baja,4,Regular,Sí,5,Pública,8.05,Sí,No
3016,2024-03-08,20,Casado/a,Local,78.16,86.88,8,4,11,Alto,18777,Sí,No,Moderado,Alta,Conflictivas,Sí,Regular,Extrovertido,Media,7,Regular,No,5,Privada,22.14,Sí,Sí
3017,2024-04-18,22,Casado/a,Local,71.26,63.4,6,5,9,Medio,15894,Sí,No,Moderado,Media,Conflictivas,Sí,Mala,Extrovertido,Media,8,Buena,No,4,Privada,7.67,Sí,Sí
3018,2024-02-08,24,Soltero/a,Foráneo,54.54,81.73,2,1,19,Alto,7096,Sí,No,Fuerte,Baja,Buenas,No,Mala,Introvertido,Baja,4,Buena,Sí,1,Pública,22.76,No,No
3019,2024-05-24,23,Casado/a,Foráneo,63.93,60.58,10,3,13,Bajo,9548,No,Sí,Fuerte,Media,Conflictivas,No,Regular,Introvertido,Media,4,Buena,Sí,0,Privada,10.89,No,No
3020,2024-03-11,19,Casado/a,Foráneo,65.18,61.05,4,3,12,Alto,14078,Sí,No,Moderado,Alta,Regulares,Sí,Buena,Introvertido,Media,10,Buena,Sí,2,Privada,2.96,No,Sí
3021,2024-02-28,23,Soltero/a,Local,71.38,69.89,1,2,2,Bajo,6581,No,No,Fuerte,Alta,Regulares,Sí,Buena,Introvertido,Baja,8,Mala,Sí,5,Privada,18.56,Sí,Sí
3022,2024-03-06,18,Soltero/a,Local,52.14,64.16,10,2,2,Bajo,12882,No,Sí,Débil,Media,Buenas,No,Buena,Introvertido,Baja,5,Buena,Sí,0,Privada,6.03,No,Sí
3023,2024-03-24,22,Soltero/a,Foráneo,94.5,61.94,5,2,19,Medio,5262,Sí,No,Débil,Alta,Buenas,No,Mala,Extrovertido,Baja,5,Buena,Sí,4,Pública,5.86,No,Sí
3024,2024-06-15,21,Casado/a,Local,64.87,60.49,9,1,4,Alto,13565,Sí,No,Moderado,Media,Buenas,Sí,Buena,Introvertido,Baja,10,Buena,Sí,5,Pública,39.25,Sí,No
3025,2024-05-13,19,Soltero/a,Foráneo,76.5,63.72,6,2,15,Alto,4063,Sí,Sí,Moderado,Baja,Regulares,No,Mala,Extrovertido,Media,8,Buena,No,5,Pública,4.35,Sí,Sí
3026,2024-05-01,25,Unión Libre,Foráneo,51.37,74.69,2,0,14,Medio,6043,Sí,No,Moderado,Baja,Regulares,Sí,Regular,Introvertido,Media,8,Regular,Sí,1,Pública,21.6,Sí,Sí
3027,2024-03-09,22,Unión Libre,Foráneo,84.69,70.69,10,3,16,Alto,3550,Sí,No,Fuerte,Baja,Conflictivas,No,Mala,Introvertido,Alta,5,Buena,Sí,0,Pública,15.09,No,Sí
3028,2024-01-25,18,Soltero/a,Foráneo,97.22,56.97,6,0,7,Alto,19641,No,Sí,Fuerte,Baja,Buenas,Sí,Buena,Introvertido,Alta,8,Buena,No,4,Privada,48.07,Sí,No
3029,2024-01-10,23,Unión Libre,Local,59.2,80.47,9,4,17,Bajo,16118,No,Sí,Moderado,Baja,Conflictivas,Sí,Mala,Introvertido,Media,5,Mala,Sí,1,Privada,38.84,Sí,No
3030,2024-03-20,18,Soltero/a,Local,99.89,76.62,7,5,8,Alto,12207,No,Sí,Fuerte,Alta,Buenas,No,Buena,Introvertido,Alta,5,Mala,Sí,1,Privada,13.16,No,Sí
3031,2024-03-13,22,Soltero/a,Local,50.8,88.71,6,0,15,Alto,6607,Sí,No,Fuerte,Baja,Conflictivas,No,Buena,Extrovertido,Alta,5,Regular,Sí,0,Privada,41.37,No,No
3032,2024-03-27,20,Soltero/a,Local,53.3,73.45,1,0,15,Medio,8775,No,Sí,Fuerte,Media,Regulares,Sí,Mala,Extrovertido,Baja,5,Mala,No,0,Privada,30.02,No,Sí
3033,2024-04-20,23,Casado/a,Local,91.43,65.56,9,1,2,Medio,5222,Sí,No,Moderado,Baja,Buenas,Sí,Mala,Introvertido,Media,9,Mala,Sí,5,Privada,45.03,No,Sí
3034,2024-04-26,18,Unión Libre,Foráneo,59.95,75.26,9,3,7,Bajo,6757,No,Sí,Débil,Media,Buenas,No,Regular,Extrovertido,Alta,7,Mala,No,1,Pública,46.66,Sí,Sí
3035,2024-02-06,25,Casado/a,Local,85.45,67.87,8,5,2,Alto,4345,No,Sí,Débil,Alta,Regulares,No,Buena,Extrovertido,Media,5,Buena,Sí,2,Pública,25.47,Sí,No
3036,2024-05-26,20,Casado/a,Local,78.51,87.19,6,1,2,Alto,16762,Sí,Sí,Moderado,Alta,Conflictivas,No,Mala,Extrovertido,Alta,10,Buena,No,0,Pública,1.31,No,No
3037,2024-03-25,22,Casado/a,Local,64.64,59.15,9,4,17,Bajo,14040,No,Sí,Débil,Alta,Conflictivas,No,Regular,Extrovertido,Baja,9,Buena,No,4,Privada,14.82,No,Sí
3038,2024-06-12,23,Soltero/a,Local,83.22,51.11,3,2,5,Bajo,18383,Sí,Sí,Moderado,Alta,Conflictivas,Sí,Regular,Extrovertido,Alta,9,Mala,Sí,5,Pública,38.12,Sí,No
3039,2024-05-28,22,Casado/a,Local,56.31,80.64,9,3,1,Medio,5722,No,Sí,Débil,Media,Conflictivas,No,Mala,Introvertido,Media,9,Regular,Sí,2,Pública,41.66,Sí,Sí
3040,2024-02-28,19,Soltero/a,Foráneo,56.5,81.14,7,3,5,Medio,19727,No,No,Fuerte,Alta,Regulares,Sí,Regular,Extrovertido,Baja,4,Buena,Sí,2,Pública,47.25,Sí,No
3041,2024-04-18,19,Soltero/a,Foráneo,54.9,65.73,7,4,12,Bajo,8107,No,No,Débil,Baja,Buenas,No,Buena,Introvertido,Media,8,Buena,Sí,3,Pública,27.53,Sí,Sí
3042,2024-05-14,20,Casado/a,Local,97.53,80.82,3,3,16,Bajo,18561,Sí,Sí,Moderado,Baja,Regulares,No,Mala,Introvertido,Alta,4,Buena,No,3,Privada,4.65,No,Sí
3043,2024-06-02,25,Casado/a,Foráneo,55.58,92.32,10,5,6,Alto,11833,Sí,Sí,Moderado,Alta,Regulares,Sí,Buena,Introvertido,Baja,5,Regular,Sí,0,Pública,37.89,No,No
3044,2024-01-05,25,Unión Libre,Foráneo,72.73,76.14,1,5,18,Medio,5423,No,No,Moderado,Baja,Conflictivas,No,Mala,Extrovertido,Media,4,Regular,Sí,4,Privada,46.46,Sí,Sí
3045,2024-03-09,20,Casado/a,Local,98.3,75.38,3,2,3,Alto,17001,Sí,Sí,Moderado,Alta,Conflictivas,Sí,Buena,Extrovertido,Media,8,Mala,Sí,1,Privada,41.24,No,Sí
